state,district_name,district_lgd_code,fiscal_year,amount_spent
Haryana,Gurugram,62,2018-19,60.47
Haryana,Gurugram,62,2019-20,117.61
Haryana,Gurugram,62,2020-21,135.01000000000002
Haryana,Gurugram,62,2021-22,269.38
Haryana,Gurugram,62,2022-23,279.61
Haryana,Gurugram,62,2023-24,315.48
Haryana,Hisar,63,2014-15,1.62
Haryana,Hisar,63,2015-16,23.04
Haryana,Hisar,63,2016-17,28.22
Haryana,Hisar,63,2017-18,22.43
Haryana,Hisar,63,2018-19,8.63
Haryana,Hisar,63,2019-20,11.25
Haryana,Hisar,63,2020-21,19.02
Haryana,Hisar,63,2021-22,22.43
Haryana,Hisar,63,2022-23,20.299999999999997
Haryana,Hisar,63,2023-24,39.050000000000004
Haryana,Jhajjar,64,2014-15,4.49
Haryana,Jhajjar,64,2015-16,5.63
Haryana,Jhajjar,64,2016-17,9.57
Haryana,Jhajjar,64,2017-18,4.499999999999998
Haryana,Jhajjar,64,2018-19,9.89
Haryana,Jhajjar,64,2019-20,30.869999999999997
Haryana,Jhajjar,64,2020-21,48.57000000000001
Haryana,Jhajjar,64,2021-22,42.68
Haryana,Jhajjar,64,2022-23,28.75
Haryana,Jhajjar,64,2023-24,32.22
Haryana,Jind,65,2014-15,0.26
Haryana,Jind,65,2015-16,0.47
Haryana,Jind,65,2016-17,0.36
Haryana,Jind,65,2017-18,0.64
Haryana,Jind,65,2018-19,0.48
Haryana,Jind,65,2019-20,0.8300000000000001
Haryana,Jind,65,2020-21,1.6500000000000001
Haryana,Jind,65,2021-22,1.84
Haryana,Jind,65,2022-23,2.33
Haryana,Jind,65,2023-24,1.97
Haryana,Kaithal,66,2015-16,0.15
Haryana,Kaithal,66,2016-17,0.04
Haryana,Kaithal,66,2018-19,0.09
Haryana,Kaithal,66,2020-21,0.05
Haryana,Kaithal,66,2021-22,0.23
Haryana,Kaithal,66,2022-23,0.5299999999999999
Haryana,Kaithal,66,2023-24,1.24
Haryana,Karnal,67,2014-15,0.66
Haryana,Karnal,67,2015-16,0.98
Haryana,Karnal,67,2016-17,2.05
Haryana,Karnal,67,2017-18,1.94
Haryana,Karnal,67,2018-19,8.22
Haryana,Karnal,67,2019-20,8.950000000000001
Haryana,Karnal,67,2020-21,18.51
Haryana,Karnal,67,2021-22,7.67
Haryana,Karnal,67,2022-23,9.62
Haryana,Karnal,67,2023-24,10.74
Haryana,Kurukshetra,68,2014-15,0.35
Haryana,Kurukshetra,68,2015-16,0.14
Haryana,Kurukshetra,68,2016-17,0.39
Haryana,Kurukshetra,68,2017-18,0.13
Haryana,Kurukshetra,68,2018-19,0.22999999999999998
Haryana,Kurukshetra,68,2019-20,0.35
Haryana,Kurukshetra,68,2020-21,1.22
Haryana,Kurukshetra,68,2021-22,2.9699999999999998
Haryana,Kurukshetra,68,2022-23,4.57
Haryana,Kurukshetra,68,2023-24,3.3
Haryana,Mahendragarh,69,2018-19,0.03
Haryana,Mahendragarh,69,2019-20,0.15
Haryana,Mahendragarh,69,2020-21,1.54
Haryana,Mahendragarh,69,2021-22,1.33
Haryana,Mahendragarh,69,2022-23,3.5700000000000003
Haryana,Mahendragarh,69,2023-24,3.9799999999999995
Haryana,Nec/ Not Mentioned,Not Applicable,2014-15,105.12
Haryana,Nec/ Not Mentioned,Not Applicable,2015-16,211.11
Haryana,Nec/ Not Mentioned,Not Applicable,2016-17,285.71999999999997
Haryana,Nec/ Not Mentioned,Not Applicable,2017-18,206.42000000000002
Haryana,Nec/ Not Mentioned,Not Applicable,2018-19,207.64
Haryana,Nec/ Not Mentioned,Not Applicable,2019-20,197.78
Haryana,Nec/ Not Mentioned,Not Applicable,2020-21,157.76
Haryana,Nec/ Not Mentioned,Not Applicable,2021-22,71.88
Haryana,Nec/ Not Mentioned,Not Applicable,2022-23,32.54
Haryana,Nec/ Not Mentioned,Not Applicable,2023-24,52.089999999999996
Haryana,Nuh,604,2014-15,1.38
Haryana,Nuh,604,2015-16,1.1400000000000001
Haryana,Nuh,604,2016-17,1.87
Haryana,Nuh,604,2017-18,1.85
Haryana,Nuh,604,2018-19,0.74
Haryana,Nuh,604,2019-20,3.38
Haryana,Nuh,604,2020-21,3.55
Haryana,Nuh,604,2021-22,14.1
Haryana,Nuh,604,2022-23,49.68
Haryana,Nuh,604,2023-24,23.8
Haryana,Palwal,619,2014-15,0.16
Haryana,Palwal,619,2015-16,0.79
Haryana,Palwal,619,2016-17,1.67
Haryana,Palwal,619,2017-18,0.0
Haryana,Palwal,619,2018-19,0.27
Haryana,Palwal,619,2019-20,3.2300000000000004
Haryana,Palwal,619,2020-21,3.42
Haryana,Palwal,619,2021-22,2.42
Haryana,Palwal,619,2022-23,0.42
Haryana,Palwal,619,2023-24,0.05
Haryana,Pan India,Not Applicable,2022-23,0.06
Haryana,Pan India,Not Applicable,2023-24,0.08
Haryana,Panchkula,70,2014-15,0.76
Haryana,Panchkula,70,2015-16,0.03
Haryana,Panchkula,70,2016-17,2.62
Haryana,Panchkula,70,2017-18,1.99
Haryana,Panchkula,70,2018-19,3.3899999999999997
Haryana,Panchkula,70,2019-20,5.55
Haryana,Panchkula,70,2020-21,6.029999999999999
Haryana,Panchkula,70,2021-22,13.02
Haryana,Panchkula,70,2022-23,15.71
Haryana,Panchkula,70,2023-24,17.0
Haryana,Panipat,71,2014-15,0.6799999999999999
Haryana,Panipat,71,2015-16,2.13
Haryana,Panipat,71,2016-17,3.24
Haryana,Panipat,71,2017-18,1.21
Haryana,Panipat,71,2018-19,1.83
Haryana,Panipat,71,2019-20,2.9400000000000004
Haryana,Panipat,71,2020-21,3.48
Haryana,Panipat,71,2021-22,17.14
Haryana,Panipat,71,2022-23,24.889999999999997
Haryana,Panipat,71,2023-24,24.44
Haryana,Rewari,72,2014-15,1.4600000000000002
Haryana,Rewari,72,2015-16,4.34
Haryana,Rewari,72,2016-17,2.1799999999999997
Haryana,Rewari,72,2017-18,0.76
Haryana,Rewari,72,2018-19,5.54
Haryana,Rewari,72,2019-20,6.0200000000000005
Haryana,Rewari,72,2020-21,12.49
Haryana,Rewari,72,2021-22,28.700000000000003
Haryana,Rewari,72,2022-23,32.7
Haryana,Rewari,72,2023-24,51.720000000000006
Haryana,Rohtak,73,2014-15,0.03
Haryana,Rohtak,73,2015-16,1.32
Haryana,Rohtak,73,2016-17,0.98
Haryana,Rohtak,73,2017-18,12.260000000000002
Haryana,Rohtak,73,2018-19,2.53
Haryana,Rohtak,73,2019-20,3.3100000000000005
Haryana,Rohtak,73,2020-21,10.72
Haryana,Rohtak,73,2021-22,9.01
Haryana,Rohtak,73,2022-23,10.82
Haryana,Rohtak,73,2023-24,13.889999999999999
Haryana,Sirsa,74,2014-15,0.15000000000000002
Haryana,Sirsa,74,2015-16,0.16
Haryana,Sirsa,74,2016-17,0.16
Haryana,Sirsa,74,2017-18,0.22
Haryana,Sirsa,74,2018-19,0.03
Haryana,Sirsa,74,2019-20,0.04
Haryana,Sirsa,74,2020-21,0.12000000000000001
Haryana,Sirsa,74,2021-22,1.03
Haryana,Sirsa,74,2022-23,6.56
Haryana,Sirsa,74,2023-24,4.91
Haryana,Sonipat,75,2014-15,20.040000000000003
Haryana,Sonipat,75,2015-16,0.72
Haryana,Sonipat,75,2016-17,3.49
Haryana,Sonipat,75,2017-18,3.23
Haryana,Sonipat,75,2018-19,9.08
Haryana,Sonipat,75,2019-20,10.79
Haryana,Sonipat,75,2020-21,12.43
Haryana,Sonipat,75,2021-22,34.99
Haryana,Sonipat,75,2022-23,52.510000000000005
Haryana,Sonipat,75,2023-24,35.42
Haryana,Yamunanagar,76,2014-15,0.48
Haryana,Yamunanagar,76,2015-16,1.34
Haryana,Yamunanagar,76,2016-17,0.13
Haryana,Yamunanagar,76,2017-18,2.75
Haryana,Yamunanagar,76,2018-19,1.03
Haryana,Yamunanagar,76,2019-20,2.71
Haryana,Yamunanagar,76,2020-21,2.92
Haryana,Yamunanagar,76,2021-22,8.58
Haryana,Yamunanagar,76,2022-23,7.500000000000001
Haryana,Yamunanagar,76,2023-24,5.12
Himachal Pradesh,Bilaspur,15,2014-15,0.0
Himachal Pradesh,Bilaspur,15,2018-19,0.72
Himachal Pradesh,Bilaspur,15,2019-20,0.04
Himachal Pradesh,Bilaspur,15,2020-21,0.26
Himachal Pradesh,Bilaspur,15,2021-22,1.0999999999999999
Himachal Pradesh,Bilaspur,15,2022-23,13.8
Himachal Pradesh,Bilaspur,15,2023-24,25.35
Himachal Pradesh,Chamba,16,2015-16,0.56
Himachal Pradesh,Chamba,16,2018-19,0.02
Himachal Pradesh,Chamba,16,2019-20,0.12
Himachal Pradesh,Chamba,16,2020-21,5.69
Himachal Pradesh,Chamba,16,2021-22,12.780000000000001
Himachal Pradesh,Chamba,16,2022-23,11.24
Himachal Pradesh,Chamba,16,2023-24,16.03
Himachal Pradesh,Hamirpur,17,2014-15,0.29
Himachal Pradesh,Hamirpur,17,2015-16,0.29
Himachal Pradesh,Hamirpur,17,2016-17,0.07
Himachal Pradesh,Hamirpur,17,2017-18,0.03
Himachal Pradesh,Hamirpur,17,2019-20,0.8
Himachal Pradesh,Hamirpur,17,2020-21,2.9699999999999998
Himachal Pradesh,Hamirpur,17,2021-22,3.53
Himachal Pradesh,Hamirpur,17,2022-23,6.069999999999999
Himachal Pradesh,Hamirpur,17,2023-24,7.359999999999999
Himachal Pradesh,Kangra,18,2014-15,0.17
Himachal Pradesh,Kangra,18,2015-16,0.8200000000000001
Himachal Pradesh,Kangra,18,2016-17,0.23
Himachal Pradesh,Kangra,18,2017-18,0.03
Himachal Pradesh,Kangra,18,2018-19,0.05
Himachal Pradesh,Kangra,18,2019-20,4.57
Himachal Pradesh,Kangra,18,2020-21,2.85
Himachal Pradesh,Kangra,18,2021-22,10.569999999999999
Himachal Pradesh,Kangra,18,2022-23,11.08
Himachal Pradesh,Kangra,18,2023-24,6.86
Himachal Pradesh,Kinnaur,19,2016-17,1.18
Himachal Pradesh,Kinnaur,19,2017-18,2.1
Himachal Pradesh,Kinnaur,19,2018-19,2.6300000000000003
Himachal Pradesh,Kinnaur,19,2019-20,3.2800000000000002
Himachal Pradesh,Kinnaur,19,2020-21,6.0
Himachal Pradesh,Kinnaur,19,2021-22,2.38
Himachal Pradesh,Kinnaur,19,2022-23,2.18
Himachal Pradesh,Kinnaur,19,2023-24,0.09
Himachal Pradesh,Kullu,20,2016-17,0.5900000000000001
Himachal Pradesh,Kullu,20,2017-18,0.2
Himachal Pradesh,Kullu,20,2018-19,0.45
Himachal Pradesh,Kullu,20,2019-20,2.84
Himachal Pradesh,Kullu,20,2020-21,6.34
Himachal Pradesh,Kullu,20,2021-22,6.6899999999999995
Himachal Pradesh,Kullu,20,2022-23,7.629999999999999
Himachal Pradesh,Kullu,20,2023-24,9.11
Himachal Pradesh,Lahaul and Spiti,21,2016-17,0.17
Himachal Pradesh,Lahaul and Spiti,21,2021-22,2.12
Himachal Pradesh,Lahaul and Spiti,21,2022-23,0.1
Himachal Pradesh,Lahaul and Spiti,21,2023-24,0.73
Himachal Pradesh,Mandi,22,2014-15,0.0
Himachal Pradesh,Mandi,22,2016-17,0.06
Himachal Pradesh,Mandi,22,2018-19,0.22
Himachal Pradesh,Mandi,22,2019-20,0.05
Himachal Pradesh,Mandi,22,2020-21,0.32
Himachal Pradesh,Mandi,22,2021-22,4.779999999999999
Himachal Pradesh,Mandi,22,2022-23,4.53
Himachal Pradesh,Mandi,22,2023-24,3.26
Himachal Pradesh,Nec/ Not Mentioned,Not Applicable,2014-15,6.28
Himachal Pradesh,Nec/ Not Mentioned,Not Applicable,2015-16,24.68
Himachal Pradesh,Nec/ Not Mentioned,Not Applicable,2016-17,15.1
Himachal Pradesh,Nec/ Not Mentioned,Not Applicable,2017-18,61.3
Himachal Pradesh,Nec/ Not Mentioned,Not Applicable,2018-19,71.76
Himachal Pradesh,Nec/ Not Mentioned,Not Applicable,2019-20,54.89
Himachal Pradesh,Nec/ Not Mentioned,Not Applicable,2020-21,62.17
Himachal Pradesh,Nec/ Not Mentioned,Not Applicable,2021-22,51.940000000000005
Himachal Pradesh,Nec/ Not Mentioned,Not Applicable,2022-23,19.93
Himachal Pradesh,Nec/ Not Mentioned,Not Applicable,2023-24,16.17
Himachal Pradesh,Shimla,23,2014-15,0.39999999999999997
Himachal Pradesh,Shimla,23,2015-16,2.32
Himachal Pradesh,Shimla,23,2016-17,0.92
Himachal Pradesh,Shimla,23,2017-18,0.39
Himachal Pradesh,Shimla,23,2018-19,0.42000000000000004
Himachal Pradesh,Shimla,23,2019-20,1.21
Himachal Pradesh,Shimla,23,2020-21,3.11
Himachal Pradesh,Shimla,23,2021-22,14.24
Himachal Pradesh,Shimla,23,2022-23,8.67
Himachal Pradesh,Shimla,23,2023-24,6.4799999999999995
Himachal Pradesh,Sirmaur,24,2014-15,0.96
Himachal Pradesh,Sirmaur,24,2015-16,0.9
Himachal Pradesh,Sirmaur,24,2016-17,0.44999999999999996
Himachal Pradesh,Sirmaur,24,2017-18,0.15
Himachal Pradesh,Sirmaur,24,2018-19,0.31999999999999995
Himachal Pradesh,Sirmaur,24,2019-20,2.09
Himachal Pradesh,Sirmaur,24,2020-21,1.14
Himachal Pradesh,Sirmaur,24,2021-22,5.6000000000000005
Himachal Pradesh,Sirmaur,24,2022-23,33.93
Himachal Pradesh,Sirmaur,24,2023-24,30.18
Himachal Pradesh,Solan,25,2014-15,2.21
Himachal Pradesh,Solan,25,2015-16,27.979999999999997
Himachal Pradesh,Solan,25,2016-17,3.5500000000000003
Himachal Pradesh,Solan,25,2017-18,3.7399999999999998
Himachal Pradesh,Solan,25,2018-19,0.78
Himachal Pradesh,Solan,25,2019-20,7.21
Himachal Pradesh,Solan,25,2020-21,6.16
Himachal Pradesh,Solan,25,2021-22,17.61
Himachal Pradesh,Solan,25,2022-23,15.59
Himachal Pradesh,Solan,25,2023-24,21.31
Himachal Pradesh,Una,26,2014-15,0.19
Himachal Pradesh,Una,26,2015-16,0.21000000000000002
Himachal Pradesh,Una,26,2016-17,0.24
Himachal Pradesh,Una,26,2019-20,0.15
Himachal Pradesh,Una,26,2020-21,3.42
Himachal Pradesh,Una,26,2021-22,3.71
Himachal Pradesh,Una,26,2022-23,8.11
Himachal Pradesh,Una,26,2023-24,5.44
Jharkhand,Bokaro,322,2014-15,0.31
Jharkhand,Bokaro,322,2015-16,1.9100000000000001
Jharkhand,Bokaro,322,2016-17,0.13
Jharkhand,Bokaro,322,2017-18,1.78
Jharkhand,Bokaro,322,2018-19,2.46
Jharkhand,Bokaro,322,2019-20,2.8
Jharkhand,Bokaro,322,2020-21,0.5700000000000001
Jharkhand,Bokaro,322,2021-22,19.65
Jharkhand,Bokaro,322,2022-23,16.6
Jharkhand,Bokaro,322,2023-24,31.130000000000003
Jharkhand,Chatra,323,2015-16,0.05
Jharkhand,Chatra,323,2016-17,0.08
Jharkhand,Chatra,323,2017-18,7.72
Jharkhand,Chatra,323,2020-21,0.19999999999999998
Jharkhand,Chatra,323,2021-22,4.59
Jharkhand,Chatra,323,2022-23,2.6500000000000004
Jharkhand,Chatra,323,2023-24,7.590000000000001
Jharkhand,Deoghar,324,2015-16,0.8800000000000001
Jharkhand,Deoghar,324,2016-17,0.46
Jharkhand,Deoghar,324,2017-18,0.55
Jharkhand,Deoghar,324,2018-19,1.97
Jharkhand,Deoghar,324,2019-20,0.36000000000000004
Jharkhand,Deoghar,324,2020-21,0.09000000000000001
Jharkhand,Deoghar,324,2021-22,4.55
Jharkhand,Deoghar,324,2022-23,1.56
Jharkhand,Deoghar,324,2023-24,2.09
Jharkhand,Dhanbad,325,2014-15,3.77
Jharkhand,Dhanbad,325,2015-16,7.21
Jharkhand,Dhanbad,325,2016-17,5.01
Jharkhand,Dhanbad,325,2017-18,15.06
Jharkhand,Dhanbad,325,2018-19,12.33
Jharkhand,Dhanbad,325,2019-20,12.52
Jharkhand,Dhanbad,325,2020-21,6.63
Jharkhand,Dhanbad,325,2021-22,13.16
Jharkhand,Dhanbad,325,2022-23,21.48
Jharkhand,Dhanbad,325,2023-24,30.21
Jharkhand,Dumka,326,2015-16,0.0
Jharkhand,Dumka,326,2017-18,0.25
Jharkhand,Dumka,326,2018-19,0.52
Jharkhand,Dumka,326,2019-20,0.98
Jharkhand,Dumka,326,2020-21,4.250000000000001
Jharkhand,Dumka,326,2021-22,7.77
Jharkhand,Dumka,326,2022-23,10.77
Jharkhand,Dumka,326,2023-24,18.33
Jharkhand,East Singhbum,327,2015-16,2.84
Jharkhand,East Singhbum,327,2016-17,0.0
Jharkhand,East Singhbum,327,2017-18,5.45
Jharkhand,East Singhbum,327,2018-19,1.4200000000000002
Jharkhand,East Singhbum,327,2019-20,6.95
Jharkhand,East Singhbum,327,2020-21,13.059999999999999
Jharkhand,East Singhbum,327,2021-22,61.36
Jharkhand,East Singhbum,327,2022-23,101.3
Jharkhand,East Singhbum,327,2023-24,90.73
Jharkhand,Garhwa,328,2020-21,0.11
Jharkhand,Garhwa,328,2021-22,0.33
Jharkhand,Garhwa,328,2022-23,0.34
Jharkhand,Garhwa,328,2023-24,0.24
Jharkhand,Giridih,329,2014-15,0.0
Jharkhand,Giridih,329,2015-16,2.33
Jharkhand,Giridih,329,2016-17,3.98
Jharkhand,Giridih,329,2017-18,2.96
Jharkhand,Giridih,329,2018-19,0.84
Jharkhand,Giridih,329,2019-20,1.47
Jharkhand,Giridih,329,2020-21,1.53
Jharkhand,Giridih,329,2021-22,4.19
Jharkhand,Giridih,329,2022-23,4.09
Jharkhand,Giridih,329,2023-24,7.1499999999999995
Jharkhand,Godda,330,2015-16,0.01
Jharkhand,Godda,330,2017-18,0.18000000000000002
Jharkhand,Godda,330,2018-19,6.53
Jharkhand,Godda,330,2019-20,6.31
Jharkhand,Godda,330,2020-21,2.69
Jharkhand,Godda,330,2021-22,8.219999999999999
Jharkhand,Godda,330,2022-23,18.9
Jharkhand,Godda,330,2023-24,7.38
Jharkhand,Gumla,331,2016-17,0.02
Jharkhand,Gumla,331,2018-19,0.35000000000000003
Jharkhand,Gumla,331,2019-20,0.33999999999999997
Jharkhand,Gumla,331,2020-21,0.26
Jharkhand,Gumla,331,2021-22,1.79
Jharkhand,Gumla,331,2022-23,2.0100000000000002
Jharkhand,Gumla,331,2023-24,4.51
Jharkhand,Hazaribagh,332,2014-15,0.7
Jharkhand,Hazaribagh,332,2015-16,1.49
Jharkhand,Hazaribagh,332,2016-17,0.5800000000000001
Jharkhand,Hazaribagh,332,2017-18,0.6699999999999999
Jharkhand,Hazaribagh,332,2018-19,0.79
Jharkhand,Hazaribagh,332,2019-20,1.09
Jharkhand,Hazaribagh,332,2020-21,3.51
Jharkhand,Hazaribagh,332,2021-22,7.890000000000001
Jharkhand,Hazaribagh,332,2022-23,6.71
Jharkhand,Hazaribagh,332,2023-24,16.68
Jharkhand,Jamtara,333,2016-17,0.36
Jharkhand,Jamtara,333,2020-21,0.05
Jharkhand,Jamtara,333,2021-22,1.03
Jharkhand,Jamtara,333,2022-23,6.61
Jharkhand,Jamtara,333,2023-24,4.32
Jharkhand,Khunti,606,2015-16,0.09
Jharkhand,Khunti,606,2016-17,0.36
Jharkhand,Khunti,606,2019-20,0.16999999999999998
Jharkhand,Khunti,606,2020-21,2.56
Jharkhand,Koderma,334,2016-17,0.01
Jharkhand,Koderma,334,2020-21,0.74
Jharkhand,Koderma,334,2021-22,1.96
Jharkhand,Koderma,334,2022-23,3.6
Jharkhand,Koderma,334,2023-24,2.86
Jharkhand,Latehar,335,2017-18,0.03
Jharkhand,Latehar,335,2021-22,3.27
Jharkhand,Latehar,335,2022-23,5.14
Jharkhand,Latehar,335,2023-24,4.16
Jharkhand,Lohardaga,336,2021-22,1.2899999999999998
Jharkhand,Lohardaga,336,2022-23,4.8100000000000005
Jharkhand,Lohardaga,336,2023-24,6.57
Jharkhand,Nec/ Not Mentioned,Not Applicable,2014-15,77.02
Jharkhand,Nec/ Not Mentioned,Not Applicable,2015-16,95.89000000000001
Jharkhand,Nec/ Not Mentioned,Not Applicable,2016-17,97.10000000000001
Jharkhand,Nec/ Not Mentioned,Not Applicable,2017-18,74.56
Jharkhand,Nec/ Not Mentioned,Not Applicable,2018-19,72.08
Jharkhand,Nec/ Not Mentioned,Not Applicable,2019-20,113.42
Jharkhand,Nec/ Not Mentioned,Not Applicable,2020-21,165.81
Jharkhand,Nec/ Not Mentioned,Not Applicable,2021-22,23.16
Jharkhand,Nec/ Not Mentioned,Not Applicable,2022-23,72.25
Jharkhand,Nec/ Not Mentioned,Not Applicable,2023-24,51.61
Jharkhand,Pakur,337,2016-17,0.01
Jharkhand,Pakur,337,2017-18,0.6
Jharkhand,Pakur,337,2018-19,0.7
Jharkhand,Pakur,337,2020-21,0.5
Jharkhand,Pakur,337,2021-22,2.02
Jharkhand,Pakur,337,2022-23,1.62
Jharkhand,Pakur,337,2023-24,5.25
Jharkhand,Palamu,338,2014-15,0.0
Jharkhand,Palamu,338,2016-17,0.0
Jharkhand,Palamu,338,2017-18,0.91
Jharkhand,Palamu,338,2018-19,0.09
Jharkhand,Palamu,338,2019-20,2.36
Jharkhand,Palamu,338,2020-21,0.01
Jharkhand,Palamu,338,2021-22,5.21
Jharkhand,Palamu,338,2022-23,5.26
Jharkhand,Palamu,338,2023-24,5.6
Jharkhand,Ramgarh,607,2017-18,1.25
Jharkhand,Ramgarh,607,2018-19,0.05
Jharkhand,Ramgarh,607,2019-20,0.12
Jharkhand,Ramgarh,607,2020-21,2.64
Jharkhand,Ramgarh,607,2021-22,0.05
Jharkhand,Ramgarh,607,2023-24,0.65
Jharkhand,Ranchi,339,2014-15,0.8800000000000001
Jharkhand,Ranchi,339,2015-16,6.920000000000001
Jharkhand,Ranchi,339,2016-17,24.33
Jharkhand,Ranchi,339,2017-18,4.9
Jharkhand,Ranchi,339,2018-19,5.91
Jharkhand,Ranchi,339,2019-20,4.16
Jharkhand,Ranchi,339,2020-21,10.1
Jharkhand,Ranchi,339,2021-22,52.63
Jharkhand,Ranchi,339,2022-23,65.50999999999999
Jharkhand,Ranchi,339,2023-24,79.09
Jharkhand,Sahebganj,340,2019-20,0.01
Jharkhand,Sahebganj,340,2020-21,0.18000000000000002
Jharkhand,Sahebganj,340,2021-22,0.6000000000000001
Jharkhand,Sahebganj,340,2022-23,2.85
Jharkhand,Sahebganj,340,2023-24,7.18
Jharkhand,Saraikela Kharsawan,341,2019-20,0.19
Jharkhand,Saraikela Kharsawan,341,2020-21,2.55
Jharkhand,Saraikela Kharsawan,341,2021-22,5.18
Jharkhand,Saraikela Kharsawan,341,2022-23,18.08
Jharkhand,Saraikela Kharsawan,341,2023-24,10.36
Jharkhand,Simdega,342,2015-16,0.05
Jharkhand,Simdega,342,2016-17,0.15
Jharkhand,Simdega,342,2017-18,0.04
Jharkhand,Simdega,342,2018-19,0.11
Jharkhand,Simdega,342,2019-20,0.03
Jharkhand,Simdega,342,2020-21,0.96
Jharkhand,Simdega,342,2021-22,4.24
Jharkhand,Simdega,342,2022-23,3.3
Jharkhand,Simdega,342,2023-24,10.5
Jharkhand,West Singhbhum,343,2015-16,0.63
Jharkhand,West Singhbhum,343,2016-17,0.47000000000000003
Jharkhand,West Singhbhum,343,2018-19,0.18
Jharkhand,West Singhbhum,343,2019-20,2.9499999999999997
Jharkhand,West Singhbhum,343,2020-21,4.88
Jharkhand,West Singhbhum,343,2021-22,6.42
Jharkhand,West Singhbhum,343,2022-23,7.12
Jharkhand,West Singhbhum,343,2023-24,7.670000000000001
Karnataka,Bagalkote,524,2014-15,0.19
Karnataka,Bagalkote,524,2015-16,0.8
Karnataka,Bagalkote,524,2016-17,0.8800000000000001
Karnataka,Bagalkote,524,2017-18,1.17
Karnataka,Bagalkote,524,2018-19,0.29
Karnataka,Bagalkote,524,2019-20,2.9099999999999997
Karnataka,Bagalkote,524,2020-21,0.64
Karnataka,Bagalkote,524,2021-22,5.59
Karnataka,Bagalkote,524,2022-23,4.92
Karnataka,Bagalkote,524,2023-24,17.1
Karnataka,Ballari,528,2014-15,2.01
Karnataka,Ballari,528,2015-16,13.31
Karnataka,Ballari,528,2016-17,1.84
Karnataka,Ballari,528,2017-18,6.0
Karnataka,Ballari,528,2018-19,8.21
Karnataka,Ballari,528,2019-20,13.549999999999999
Karnataka,Ballari,528,2020-21,14.870000000000001
Karnataka,Ballari,528,2021-22,27.76
Karnataka,Ballari,528,2022-23,189.02
Karnataka,Ballari,528,2023-24,69.34
Karnataka,Belagavi,527,2014-15,0.38
Karnataka,Belagavi,527,2015-16,3.0
Karnataka,Belagavi,527,2016-17,2.05
Karnataka,Belagavi,527,2017-18,0.97
Karnataka,Belagavi,527,2018-19,2.06
Karnataka,Belagavi,527,2019-20,8.28
Karnataka,Belagavi,527,2020-21,7.680000000000001
Karnataka,Belagavi,527,2021-22,16.1
Karnataka,Belagavi,527,2022-23,18.57
Karnataka,Belagavi,527,2023-24,21.429999999999996
Karnataka,Bengaluru Rural,526,2014-15,42.160000000000004
Karnataka,Bengaluru Rural,526,2015-16,271.28
Karnataka,Bengaluru Rural,526,2016-17,1.31
Karnataka,Bengaluru Rural,526,2017-18,12.81
Karnataka,Bengaluru Rural,526,2018-19,17.36
Karnataka,Bengaluru Rural,526,2019-20,17.76
Karnataka,Bengaluru Rural,526,2020-21,19.05
Karnataka,Bengaluru Rural,526,2021-22,112.78
Karnataka,Bengaluru Rural,526,2022-23,166.05
Karnataka,Bengaluru Rural,526,2023-24,150.9
Karnataka,Bengaluru Urban,525,2014-15,75.36
Karnataka,Bengaluru Urban,525,2015-16,31.27
Karnataka,Bengaluru Urban,525,2016-17,0.55
Karnataka,Bengaluru Urban,525,2017-18,29.1
Karnataka,Bengaluru Urban,525,2018-19,11.34
Karnataka,Bengaluru Urban,525,2019-20,27.85
Karnataka,Bengaluru Urban,525,2020-21,74.08
Karnataka,Bengaluru Urban,525,2021-22,1067.06
Karnataka,Bengaluru Urban,525,2022-23,7.38
Karnataka,Bengaluru Urban,525,2023-24,2.98
Karnataka,Bidar,529,2016-17,0.8
Karnataka,Bidar,529,2017-18,0.44000000000000006
Karnataka,Bidar,529,2018-19,0.060000000000000005
Karnataka,Bidar,529,2019-20,0.32
Karnataka,Bidar,529,2020-21,0.68
Karnataka,Bidar,529,2021-22,2.31
Karnataka,Bidar,529,2022-23,6.28
Karnataka,Bidar,529,2023-24,12.43
Karnataka,Chamarajanagar,531,2015-16,0.03
Karnataka,Chamarajanagar,531,2016-17,0.0
Karnataka,Chamarajanagar,531,2017-18,0.25
Karnataka,Chamarajanagar,531,2019-20,0.77
Karnataka,Chamarajanagar,531,2020-21,2.0900000000000003
Karnataka,Chamarajanagar,531,2021-22,3.17
Karnataka,Chamarajanagar,531,2022-23,9.19
Karnataka,Chamarajanagar,531,2023-24,8.18
Karnataka,Chikkaballapura,630,2018-19,1.35
Karnataka,Chikkaballapura,630,2019-20,3.89
Karnataka,Chikkaballapura,630,2020-21,12.240000000000002
Karnataka,Chikkaballapura,630,2021-22,1.7
Karnataka,Chikkaballapura,630,2022-23,0.36
Karnataka,Chikkaballapura,630,2023-24,0.13
Karnataka,Chikkamagaluru,532,2014-15,0.3
Karnataka,Chikkamagaluru,532,2015-16,0.33
Karnataka,Chikkamagaluru,532,2016-17,0.15
Karnataka,Chikkamagaluru,532,2017-18,0.06
Karnataka,Chikkamagaluru,532,2018-19,0.64
Karnataka,Chikkamagaluru,532,2019-20,3.05
Karnataka,Chikkamagaluru,532,2020-21,1.7599999999999998
Karnataka,Chikkamagaluru,532,2021-22,7.63
Karnataka,Chikkamagaluru,532,2022-23,10.45
Karnataka,Chikkamagaluru,532,2023-24,21.04
Karnataka,Chitradurga,533,2014-15,0.02
