state,district_name,district_lgd_code,fiscal_year,amount_spent
Maharashtra,Gondia,476,2014-15,0.15
Maharashtra,Gondia,476,2015-16,4.119999999999999
Maharashtra,Gondia,476,2016-17,5.95
Maharashtra,Gondia,476,2018-19,5.29
Maharashtra,Gondia,476,2019-20,5.77
Maharashtra,Gondia,476,2020-21,0.43
Maharashtra,Gondia,476,2021-22,1.13
Maharashtra,Gondia,476,2022-23,0.42000000000000004
Maharashtra,Gondia,476,2023-24,8.6
Maharashtra,Hingoli,477,2016-17,0.05
Maharashtra,Hingoli,477,2017-18,0.41
Maharashtra,Hingoli,477,2018-19,0.09
Maharashtra,Hingoli,477,2019-20,0.13
Maharashtra,Hingoli,477,2020-21,0.8900000000000001
Maharashtra,Hingoli,477,2021-22,2.62
Maharashtra,Hingoli,477,2022-23,2.31
Maharashtra,Hingoli,477,2023-24,5.239999999999999
Maharashtra,Jalgaon,478,2015-16,2.3499999999999996
Maharashtra,Jalgaon,478,2016-17,4.83
Maharashtra,Jalgaon,478,2017-18,0.48
Maharashtra,Jalgaon,478,2018-19,1.4300000000000002
Maharashtra,Jalgaon,478,2019-20,0.8700000000000001
Maharashtra,Jalgaon,478,2020-21,4.24
Maharashtra,Jalgaon,478,2021-22,16.150000000000002
Maharashtra,Jalgaon,478,2022-23,25.840000000000003
Maharashtra,Jalgaon,478,2023-24,27.85
Maharashtra,Jalna,479,2014-15,1.37
Maharashtra,Jalna,479,2015-16,1.73
Maharashtra,Jalna,479,2016-17,2.89
Maharashtra,Jalna,479,2017-18,3.9099999999999997
Maharashtra,Jalna,479,2018-19,7.4399999999999995
Maharashtra,Jalna,479,2019-20,6.0
Maharashtra,Jalna,479,2020-21,8.22
Maharashtra,Jalna,479,2021-22,14.07
Maharashtra,Jalna,479,2022-23,21.7
Maharashtra,Jalna,479,2023-24,16.71
Maharashtra,Kolhapur,480,2014-15,1.91
Maharashtra,Kolhapur,480,2015-16,5.24
Maharashtra,Kolhapur,480,2016-17,5.819999999999999
Maharashtra,Kolhapur,480,2017-18,9.969999999999999
Maharashtra,Kolhapur,480,2018-19,8.22
Maharashtra,Kolhapur,480,2019-20,10.61
Maharashtra,Kolhapur,480,2020-21,16.77
Maharashtra,Kolhapur,480,2021-22,15.9
Maharashtra,Kolhapur,480,2022-23,17.4
Maharashtra,Kolhapur,480,2023-24,31.279999999999998
Maharashtra,Latur,481,2014-15,2.1
Maharashtra,Latur,481,2015-16,1.48
Maharashtra,Latur,481,2016-17,4.69
Maharashtra,Latur,481,2017-18,3.56
Maharashtra,Latur,481,2018-19,1.86
Maharashtra,Latur,481,2019-20,2.8
Maharashtra,Latur,481,2020-21,2.8899999999999997
Maharashtra,Latur,481,2021-22,7.62
Maharashtra,Latur,481,2022-23,16.05
Maharashtra,Latur,481,2023-24,15.27
Maharashtra,Mumbai,482,2014-15,33.5
Maharashtra,Mumbai,482,2015-16,231.57999999999998
Maharashtra,Mumbai,482,2016-17,282.31
Maharashtra,Mumbai,482,2017-18,64.09
Maharashtra,Mumbai,482,2018-19,65.15
Maharashtra,Mumbai,482,2019-20,270.84000000000003
Maharashtra,Mumbai,482,2020-21,387.59
Maharashtra,Mumbai,482,2021-22,2886.5
Maharashtra,Mumbai,482,2022-23,2628.48
Maharashtra,Mumbai,482,2023-24,2557.33
Maharashtra,Mumbai Suburban,483,2014-15,0.33
Maharashtra,Mumbai Suburban,483,2015-16,0.02
Maharashtra,Mumbai Suburban,483,2017-18,2.0
Maharashtra,Mumbai Suburban,483,2018-19,0.58
Maharashtra,Mumbai Suburban,483,2019-20,20.740000000000002
Maharashtra,Mumbai Suburban,483,2020-21,7.75
Maharashtra,Mumbai Suburban,483,2021-22,3.14
Maharashtra,Mumbai Suburban,483,2022-23,5.46
Maharashtra,Mumbai Suburban,483,2023-24,1.9400000000000002
Maharashtra,Nagpur,484,2014-15,8.26
Maharashtra,Nagpur,484,2015-16,17.8
Maharashtra,Nagpur,484,2016-17,25.71
Maharashtra,Nagpur,484,2017-18,32.45
Maharashtra,Nagpur,484,2018-19,56.76
Maharashtra,Nagpur,484,2019-20,45.940000000000005
Maharashtra,Nagpur,484,2020-21,37.19
Maharashtra,Nagpur,484,2021-22,162.67
Maharashtra,Nagpur,484,2022-23,134.89
Maharashtra,Nagpur,484,2023-24,147.12
Maharashtra,Nanded,485,2014-15,1.04
Maharashtra,Nanded,485,2015-16,2.02
Maharashtra,Nanded,485,2016-17,2.28
Maharashtra,Nanded,485,2017-18,0.33
Maharashtra,Nanded,485,2018-19,0.36
Maharashtra,Nanded,485,2019-20,0.24000000000000002
Maharashtra,Nanded,485,2020-21,1.88
Maharashtra,Nanded,485,2021-22,4.91
Maharashtra,Nanded,485,2022-23,7.58
Maharashtra,Nanded,485,2023-24,9.47
Maharashtra,Nandurbar,486,2014-15,3.22
Maharashtra,Nandurbar,486,2015-16,5.6
Maharashtra,Nandurbar,486,2016-17,4.25
Maharashtra,Nandurbar,486,2017-18,1.33
Maharashtra,Nandurbar,486,2018-19,4.06
Maharashtra,Nandurbar,486,2019-20,8.7
Maharashtra,Nandurbar,486,2020-21,17.580000000000002
Maharashtra,Nandurbar,486,2021-22,22.509999999999998
Maharashtra,Nandurbar,486,2022-23,29.45
Maharashtra,Nandurbar,486,2023-24,33.44
Maharashtra,Nashik,487,2014-15,12.51
Maharashtra,Nashik,487,2015-16,35.75
Maharashtra,Nashik,487,2016-17,28.07
Maharashtra,Nashik,487,2017-18,21.64
Maharashtra,Nashik,487,2018-19,28.55
Maharashtra,Nashik,487,2019-20,37.13
Maharashtra,Nashik,487,2020-21,75.89
Maharashtra,Nashik,487,2021-22,74.87
Maharashtra,Nashik,487,2022-23,130.49
Maharashtra,Nashik,487,2023-24,124.13
Maharashtra,Nec/ Not Mentioned,Not Applicable,2014-15,1088.77
Maharashtra,Nec/ Not Mentioned,Not Applicable,2015-16,1219.1299999999999
Maharashtra,Nec/ Not Mentioned,Not Applicable,2016-17,1588.46
Maharashtra,Nec/ Not Mentioned,Not Applicable,2017-18,2193.3900000000003
Maharashtra,Nec/ Not Mentioned,Not Applicable,2018-19,2278.48
Maharashtra,Nec/ Not Mentioned,Not Applicable,2019-20,2135.6
Maharashtra,Nec/ Not Mentioned,Not Applicable,2020-21,1990.99
Maharashtra,Nec/ Not Mentioned,Not Applicable,2021-22,552.27
Maharashtra,Nec/ Not Mentioned,Not Applicable,2022-23,234.33
Maharashtra,Nec/ Not Mentioned,Not Applicable,2023-24,480.65
Maharashtra,Palghar,665,2014-15,1.7200000000000002
Maharashtra,Palghar,665,2015-16,8.73
Maharashtra,Palghar,665,2016-17,21.240000000000002
Maharashtra,Palghar,665,2017-18,5.07
Maharashtra,Palghar,665,2018-19,8.31
Maharashtra,Palghar,665,2019-20,21.919999999999998
Maharashtra,Palghar,665,2020-21,24.95
Maharashtra,Palghar,665,2021-22,6.569999999999999
Maharashtra,Palghar,665,2022-23,5.1
Maharashtra,Palghar,665,2023-24,1.64
Maharashtra,Pan India,Not Applicable,2022-23,0.16
Maharashtra,Pan India,Not Applicable,2023-24,0.44
Maharashtra,Parbhani,489,2014-15,14.07
Maharashtra,Parbhani,489,2015-16,2.66
Maharashtra,Parbhani,489,2016-17,0.19999999999999998
Maharashtra,Parbhani,489,2017-18,0.2
Maharashtra,Parbhani,489,2018-19,0.01
Maharashtra,Parbhani,489,2019-20,0.15
Maharashtra,Parbhani,489,2020-21,0.39
Maharashtra,Parbhani,489,2021-22,2.3999999999999995
Maharashtra,Parbhani,489,2022-23,1.73
Maharashtra,Parbhani,489,2023-24,2.73
Maharashtra,Pune,490,2014-15,173.01
Maharashtra,Pune,490,2015-16,181.48
Maharashtra,Pune,490,2016-17,184.10000000000002
Maharashtra,Pune,490,2017-18,224.47
Maharashtra,Pune,490,2018-19,295.47
Maharashtra,Pune,490,2019-20,315.48
Maharashtra,Pune,490,2020-21,374.07
Maharashtra,Pune,490,2021-22,653.8299999999999
Maharashtra,Pune,490,2022-23,997.4499999999999
Maharashtra,Pune,490,2023-24,1060.46
Maharashtra,Raigad,491,2014-15,1.22
Maharashtra,Raigad,491,2015-16,131.07
Maharashtra,Raigad,491,2016-17,13.67
Maharashtra,Raigad,491,2017-18,13.870000000000001
Maharashtra,Raigad,491,2018-19,19.849999999999998
Maharashtra,Raigad,491,2019-20,33.04
Maharashtra,Raigad,491,2020-21,103.10999999999999
Maharashtra,Raigad,491,2021-22,270.46000000000004
Maharashtra,Raigad,491,2022-23,325.98
Maharashtra,Raigad,491,2023-24,246.56
Maharashtra,Ratnagiri,492,2014-15,2.58
Maharashtra,Ratnagiri,492,2015-16,5.45
Maharashtra,Ratnagiri,492,2016-17,2.66
Maharashtra,Ratnagiri,492,2017-18,22.53
Maharashtra,Ratnagiri,492,2018-19,20.87
Maharashtra,Ratnagiri,492,2019-20,21.529999999999998
Maharashtra,Ratnagiri,492,2020-21,20.11
Maharashtra,Ratnagiri,492,2021-22,15.53
Maharashtra,Ratnagiri,492,2022-23,43.83
Maharashtra,Ratnagiri,492,2023-24,68.82000000000001
Maharashtra,Sangli,493,2014-15,1.07
Maharashtra,Sangli,493,2015-16,1.23
Maharashtra,Sangli,493,2016-17,4.51
Maharashtra,Sangli,493,2017-18,1.1800000000000002
Maharashtra,Sangli,493,2018-19,1.02
Maharashtra,Sangli,493,2019-20,3.52
Maharashtra,Sangli,493,2020-21,3.8200000000000003
Maharashtra,Sangli,493,2021-22,11.34
Maharashtra,Sangli,493,2022-23,17.12
Maharashtra,Sangli,493,2023-24,13.07
Maharashtra,Satara,494,2014-15,1.75
Maharashtra,Satara,494,2015-16,5.48
Maharashtra,Satara,494,2016-17,7.91
Maharashtra,Satara,494,2017-18,6.0600000000000005
Maharashtra,Satara,494,2018-19,24.48
Maharashtra,Satara,494,2019-20,12.08
Maharashtra,Satara,494,2020-21,19.8
Maharashtra,Satara,494,2021-22,39.78
Maharashtra,Satara,494,2022-23,67.4
Maharashtra,Satara,494,2023-24,68.23
Maharashtra,Sindhudurg,495,2015-16,1.6900000000000002
Maharashtra,Sindhudurg,495,2016-17,1.74
Maharashtra,Sindhudurg,495,2017-18,2.6199999999999997
Maharashtra,Sindhudurg,495,2018-19,0.1
Maharashtra,Sindhudurg,495,2019-20,1.9
Maharashtra,Sindhudurg,495,2020-21,2.9799999999999995
Maharashtra,Sindhudurg,495,2021-22,2.3400000000000003
Maharashtra,Sindhudurg,495,2022-23,5.89
Maharashtra,Sindhudurg,495,2023-24,5.26
Maharashtra,Solapur,496,2014-15,0.96
Maharashtra,Solapur,496,2015-16,2.16
Maharashtra,Solapur,496,2016-17,4.640000000000001
Maharashtra,Solapur,496,2017-18,4.3500000000000005
Maharashtra,Solapur,496,2018-19,5.24
Maharashtra,Solapur,496,2019-20,21.68
Maharashtra,Solapur,496,2020-21,13.629999999999999
Maharashtra,Solapur,496,2021-22,11.88
Maharashtra,Solapur,496,2022-23,26.4
Maharashtra,Solapur,496,2023-24,57.32
Maharashtra,Thane,497,2014-15,18.37
Maharashtra,Thane,497,2015-16,37.87
Maharashtra,Thane,497,2016-17,27.91
Maharashtra,Thane,497,2017-18,30.17
Maharashtra,Thane,497,2018-19,199.27
Maharashtra,Thane,497,2019-20,235.95000000000002
Maharashtra,Thane,497,2020-21,72.66
Maharashtra,Thane,497,2021-22,168.67
Maharashtra,Thane,497,2022-23,195.25
Maharashtra,Thane,497,2023-24,285.69
Maharashtra,Wardha,498,2014-15,13.75
Maharashtra,Wardha,498,2015-16,0.44
Maharashtra,Wardha,498,2016-17,9.57
Maharashtra,Wardha,498,2017-18,2.55
Maharashtra,Wardha,498,2018-19,5.3500000000000005
Maharashtra,Wardha,498,2019-20,2.4
Maharashtra,Wardha,498,2020-21,7.3500000000000005
Maharashtra,Wardha,498,2021-22,37.61
Maharashtra,Wardha,498,2022-23,33.52
Maharashtra,Wardha,498,2023-24,30.310000000000002
Maharashtra,Washim,499,2014-15,0.02
Maharashtra,Washim,499,2017-18,0.21
Maharashtra,Washim,499,2019-20,0.07
Maharashtra,Washim,499,2020-21,1.87
Maharashtra,Washim,499,2021-22,6.799999999999999
Maharashtra,Washim,499,2022-23,5.159999999999999
Maharashtra,Washim,499,2023-24,1.7800000000000002
Maharashtra,Yavatmal,500,2015-16,0.01
Maharashtra,Yavatmal,500,2016-17,3.58
Maharashtra,Yavatmal,500,2017-18,0.81
Maharashtra,Yavatmal,500,2018-19,0.52
Maharashtra,Yavatmal,500,2019-20,3.04
Maharashtra,Yavatmal,500,2020-21,5.640000000000001
Maharashtra,Yavatmal,500,2021-22,7.74
Maharashtra,Yavatmal,500,2022-23,9.3
Maharashtra,Yavatmal,500,2023-24,12.12
Manipur,Bishnupur,252,2014-15,0.33
Manipur,Bishnupur,252,2015-16,0.59
Manipur,Bishnupur,252,2016-17,0.89
Manipur,Bishnupur,252,2017-18,0.26
Manipur,Bishnupur,252,2018-19,0.6
Manipur,Bishnupur,252,2019-20,0.8799999999999999
Manipur,Bishnupur,252,2020-21,2.9299999999999997
Manipur,Bishnupur,252,2021-22,3.01
Manipur,Bishnupur,252,2022-23,3.75
Manipur,Bishnupur,252,2023-24,3.76
Manipur,Chandel,253,2018-19,0.76
Manipur,Chandel,253,2019-20,0.23
Manipur,Chandel,253,2021-22,0.78
Manipur,Chandel,253,2022-23,0.54
Manipur,Chandel,253,2023-24,0.35
Manipur,Churachandpur,254,2020-21,0.49
Manipur,Churachandpur,254,2021-22,3.2
Manipur,Churachandpur,254,2022-23,35.65
Manipur,Churachandpur,254,2023-24,68.89999999999999
Manipur,Imphal East,255,2014-15,0.09
Manipur,Imphal East,255,2015-16,0.17
Manipur,Imphal East,255,2017-18,0.02
Manipur,Imphal East,255,2019-20,0.01
Manipur,Imphal East,255,2020-21,0.0
Manipur,Imphal East,255,2021-22,0.31
Manipur,Imphal East,255,2022-23,1.9300000000000002
Manipur,Imphal East,255,2023-24,1.1
Manipur,Imphal West,256,2016-17,0.26
Manipur,Imphal West,256,2019-20,1.02
Manipur,Imphal West,256,2020-21,0.41
Manipur,Imphal West,256,2021-22,1.54
Manipur,Imphal West,256,2022-23,2.04
Manipur,Imphal West,256,2023-24,2.5100000000000002
Manipur,Nec/ Not Mentioned,Not Applicable,2014-15,1.48
Manipur,Nec/ Not Mentioned,Not Applicable,2015-16,4.04
Manipur,Nec/ Not Mentioned,Not Applicable,2016-17,11.65
Manipur,Nec/ Not Mentioned,Not Applicable,2017-18,4.37
Manipur,Nec/ Not Mentioned,Not Applicable,2018-19,6.0
Manipur,Nec/ Not Mentioned,Not Applicable,2019-20,10.15
Manipur,Nec/ Not Mentioned,Not Applicable,2020-21,5.8
Manipur,Nec/ Not Mentioned,Not Applicable,2021-22,4.76
Manipur,Nec/ Not Mentioned,Not Applicable,2022-23,0.77
Manipur,Nec/ Not Mentioned,Not Applicable,2023-24,1.7000000000000002
Manipur,Senapati,257,2015-16,0.15
Manipur,Senapati,257,2021-22,0.15
Manipur,Senapati,257,2022-23,1.23
Manipur,Senapati,257,2023-24,1.4600000000000002
Manipur,Tamenglong,258,2017-18,0.0
Manipur,Tamenglong,258,2018-19,0.0
Manipur,Tamenglong,258,2019-20,0.1
Manipur,Tamenglong,258,2020-21,0.0
Manipur,Tamenglong,258,2021-22,0.09000000000000001
Manipur,Tamenglong,258,2022-23,0.14
Manipur,Tamenglong,258,2023-24,1.79
Manipur,Tengnoupal,716,2020-21,0.47000000000000003
Manipur,Thoubal,259,2014-15,0.68
Manipur,Thoubal,259,2015-16,0.42
Manipur,Thoubal,259,2022-23,0.09
Manipur,Thoubal,259,2023-24,0.04
Manipur,Ukhrul,260,2019-20,0.22
Manipur,Ukhrul,260,2020-21,0.12
Manipur,Ukhrul,260,2021-22,0.5
Manipur,Ukhrul,260,2022-23,6.890000000000001
Manipur,Ukhrul,260,2023-24,1.6
Meghalaya,East Garo Hills,273,2020-21,0.21
Meghalaya,East Garo Hills,273,2021-22,0.5900000000000001
Meghalaya,East Garo Hills,273,2022-23,0.02
Meghalaya,East Jaintia Hills,657,2017-18,0.39
Meghalaya,East Jaintia Hills,657,2019-20,0.04
Meghalaya,East Jaintia Hills,657,2021-22,0.34
Meghalaya,East Jaintia Hills,657,2022-23,0.26
Meghalaya,East Khasi Hills,274,2014-15,1.5599999999999998
Meghalaya,East Khasi Hills,274,2015-16,1.12
Meghalaya,East Khasi Hills,274,2016-17,2.06
Meghalaya,East Khasi Hills,274,2017-18,0.15
Meghalaya,East Khasi Hills,274,2018-19,0.0
Meghalaya,East Khasi Hills,274,2019-20,0.9600000000000001
Meghalaya,East Khasi Hills,274,2020-21,2.0
Meghalaya,East Khasi Hills,274,2021-22,2.31
Meghalaya,East Khasi Hills,274,2022-23,6.05
Meghalaya,East Khasi Hills,274,2023-24,6.22
Meghalaya,Nec/ Not Mentioned,Not Applicable,2014-15,1.29
Meghalaya,Nec/ Not Mentioned,Not Applicable,2015-16,4.27
Meghalaya,Nec/ Not Mentioned,Not Applicable,2016-17,6.0600000000000005
Meghalaya,Nec/ Not Mentioned,Not Applicable,2017-18,10.85
Meghalaya,Nec/ Not Mentioned,Not Applicable,2018-19,24.28
Meghalaya,Nec/ Not Mentioned,Not Applicable,2019-20,15.29
Meghalaya,Nec/ Not Mentioned,Not Applicable,2020-21,11.59
Meghalaya,Nec/ Not Mentioned,Not Applicable,2021-22,7.32
Meghalaya,Nec/ Not Mentioned,Not Applicable,2022-23,7.39
Meghalaya,Nec/ Not Mentioned,Not Applicable,2023-24,16.3
Meghalaya,North Garo Hills,656,2021-22,0.14
Meghalaya,Ri Bhoi,276,2016-17,0.26
Meghalaya,Ri Bhoi,276,2019-20,0.16
Meghalaya,Ri Bhoi,276,2020-21,2.37
Meghalaya,Ri Bhoi,276,2021-22,6.15
Meghalaya,Ri Bhoi,276,2022-23,4.33
Meghalaya,Ri Bhoi,276,2023-24,7.12
Meghalaya,South Garo Hills,277,2017-18,0.01
Meghalaya,South Garo Hills,277,2018-19,0.03
Meghalaya,South Garo Hills,277,2021-22,1.31
Meghalaya,South Garo Hills,277,2022-23,0.91
Meghalaya,South Garo Hills,277,2023-24,1.2
Meghalaya,West Garo Hills,278,2018-19,0.05
Meghalaya,West Garo Hills,278,2019-20,0.1
Meghalaya,West Garo Hills,278,2020-21,0.46
Meghalaya,West Garo Hills,278,2021-22,0.64
Meghalaya,West Garo Hills,278,2022-23,0.54
Meghalaya,West Garo Hills,278,2023-24,0.34
Meghalaya,West Jaintia Hills,275,2019-20,0.97
Meghalaya,West Jaintia Hills,275,2020-21,2.5999999999999996
Meghalaya,West Khasi Hills,279,2019-20,0.04
Meghalaya,West Khasi Hills,279,2022-23,1.96
Mizoram,Aizawl,261,2014-15,0.33
Mizoram,Aizawl,261,2016-17,0.05
Mizoram,Aizawl,261,2017-18,0.28
Mizoram,Aizawl,261,2018-19,0.04
Mizoram,Aizawl,261,2019-20,0.04
Mizoram,Aizawl,261,2020-21,0.32
Mizoram,Aizawl,261,2021-22,1.51
Mizoram,Aizawl,261,2022-23,1.54
Mizoram,Aizawl,261,2023-24,0.75
Mizoram,Champhai,262,2022-23,0.06
Mizoram,Champhai,262,2023-24,0.2
Mizoram,Kolasib,263,2014-15,0.5
Mizoram,Kolasib,263,2017-18,0.07
Mizoram,Kolasib,263,2021-22,0.1
Mizoram,Kolasib,263,2022-23,0.04
Mizoram,Kolasib,263,2023-24,0.17
Mizoram,Lawngtlai,264,2021-22,0.09
Mizoram,Lunglei,265,2021-22,0.42
Mizoram,Lunglei,265,2022-23,0.54
Mizoram,Lunglei,265,2023-24,0.64
Mizoram,Mamit,266,2021-22,4.24
Mizoram,Mamit,266,2022-23,9.030000000000001
Mizoram,Mamit,266,2023-24,1.7300000000000002
Mizoram,Nec/ Not Mentioned,Not Applicable,2014-15,0.2
Mizoram,Nec/ Not Mentioned,Not Applicable,2015-16,0.53
Mizoram,Nec/ Not Mentioned,Not Applicable,2017-18,0.75
Mizoram,Nec/ Not Mentioned,Not Applicable,2019-20,0.21
Mizoram,Nec/ Not Mentioned,Not Applicable,2020-21,0.65
Mizoram,Nec/ Not Mentioned,Not Applicable,2021-22,0.13
Mizoram,Nec/ Not Mentioned,Not Applicable,2022-23,0.0
Mizoram,Nec/ Not Mentioned,Not Applicable,2023-24,0.85
Mizoram,Serchhip,268,2016-17,0.78
Mizoram,Serchhip,268,2021-22,0.01
Mizoram,Serchhip,268,2023-24,0.25
Mizoram,Siaha,267,2016-17,0.03
Mizoram,Siaha,267,2017-18,0.12
Mizoram,Siaha,267,2018-19,0.06
Nagaland,Dimapur,244,2014-15,0.28
Nagaland,Dimapur,244,2015-16,0.09
Nagaland,Dimapur,244,2016-17,0.13
Nagaland,Dimapur,244,2018-19,0.1
Nagaland,Dimapur,244,2019-20,0.02
Nagaland,Dimapur,244,2020-21,0.09
Nagaland,Dimapur,244,2021-22,1.26
Nagaland,Dimapur,244,2022-23,1.72
Nagaland,Dimapur,244,2023-24,0.82
Nagaland,Kohima,245,2016-17,0.0
Nagaland,Kohima,245,2017-18,0.02
Nagaland,Kohima,245,2018-19,0.11
Nagaland,Kohima,245,2019-20,1.07
Nagaland,Kohima,245,2020-21,0.4
Nagaland,Kohima,245,2021-22,5.91
Nagaland,Kohima,245,2022-23,1.52
Nagaland,Kohima,245,2023-24,7.390000000000001
Nagaland,Mokokchung,246,2017-18,0.03
Nagaland,Mokokchung,246,2022-23,0.21000000000000002
Nagaland,Mokokchung,246,2023-24,0.72
Nagaland,Mon,247,2021-22,0.41
Nagaland,Mon,247,2022-23,1.11
Nagaland,Mon,247,2023-24,3.02
Nagaland,Nec/ Not Mentioned,Not Applicable,2014-15,0.75
Nagaland,Nec/ Not Mentioned,Not Applicable,2015-16,0.46
Nagaland,Nec/ Not Mentioned,Not Applicable,2017-18,1.42
Nagaland,Nec/ Not Mentioned,Not Applicable,2018-19,1.6300000000000001
Nagaland,Nec/ Not Mentioned,Not Applicable,2019-20,3.13
Nagaland,Nec/ Not Mentioned,Not Applicable,2020-21,2.92
Nagaland,Nec/ Not Mentioned,Not Applicable,2021-22,2.7
Nagaland,Nec/ Not Mentioned,Not Applicable,2022-23,3.03
Nagaland,Nec/ Not Mentioned,Not Applicable,2023-24,0.6599999999999999
Nagaland,Phek,248,2016-17,0.03
Nagaland,Phek,248,2020-21,0.01
Nagaland,Phek,248,2021-22,0.0
Nagaland,Phek,248,2022-23,0.85
Nagaland,Phek,248,2023-24,0.9
Nagaland,Tuensang,249,2020-21,0.14
Nagaland,Tuensang,249,2021-22,0.22999999999999998
Nagaland,Tuensang,249,2022-23,3.92
Nagaland,Tuensang,249,2023-24,3.01
Nagaland,Wokha,250,2021-22,0.01
Nagaland,Wokha,250,2022-23,0.13
Nagaland,Wokha,250,2023-24,0.61
Nagaland,Zunheboto,251,2022-23,0.0
Odisha,Anugul,344,2014-15,25.84
Odisha,Anugul,344,2015-16,0.8400000000000001
Odisha,Anugul,344,2016-17,3.41
Odisha,Anugul,344,2017-18,4.55
Odisha,Anugul,344,2018-19,0.8600000000000001
Odisha,Anugul,344,2019-20,2.44
Odisha,Anugul,344,2020-21,1.14
Odisha,Anugul,344,2021-22,15.229999999999999
Odisha,Anugul,344,2022-23,44.8
Odisha,Anugul,344,2023-24,212.88
Odisha,Balangir,345,2015-16,0.0
Odisha,Balangir,345,2017-18,2.58
Odisha,Balangir,345,2018-19,0.16
Odisha,Balangir,345,2019-20,0.05
Odisha,Balangir,345,2020-21,10.85
Odisha,Balangir,345,2021-22,3.83
Odisha,Balangir,345,2022-23,8.040000000000001
Odisha,Balangir,345,2023-24,16.39
Odisha,Baleshwar,346,2014-15,0.7400000000000001
Odisha,Baleshwar,346,2015-16,0.63
Odisha,Baleshwar,346,2016-17,0.41000000000000003
Odisha,Baleshwar,346,2017-18,0.01
Odisha,Baleshwar,346,2018-19,0.51
Odisha,Baleshwar,346,2019-20,0.42
Odisha,Baleshwar,346,2020-21,0.9
Odisha,Baleshwar,346,2021-22,10.86
Odisha,Baleshwar,346,2022-23,6.05
Odisha,Baleshwar,346,2023-24,8.24
Odisha,Bargarh,347,2014-15,0.07
Odisha,Bargarh,347,2017-18,0.02
Odisha,Bargarh,347,2018-19,0.04
Odisha,Bargarh,347,2021-22,11.429999999999998
Odisha,Bargarh,347,2022-23,5.39
Odisha,Bargarh,347,2023-24,0.99
Odisha,Bhadrak,348,2014-15,0.02
Odisha,Bhadrak,348,2015-16,0.72
Odisha,Bhadrak,348,2016-17,0.48000000000000004
Odisha,Bhadrak,348,2017-18,0.24
Odisha,Bhadrak,348,2018-19,0.07
Odisha,Bhadrak,348,2019-20,2.66
Odisha,Bhadrak,348,2020-21,8.370000000000001
Odisha,Bhadrak,348,2021-22,3.0199999999999996
Odisha,Bhadrak,348,2022-23,7.59
Odisha,Bhadrak,348,2023-24,12.030000000000001
Odisha,Boudh,349,2018-19,0.0
Odisha,Boudh,349,2020-21,0.25
Odisha,Boudh,349,2021-22,0.38
Odisha,Boudh,349,2022-23,0.37
Odisha,Boudh,349,2023-24,1.02
Odisha,Cuttack,350,2014-15,2.63
Odisha,Cuttack,350,2015-16,12.089999999999998
Odisha,Cuttack,350,2016-17,2.36
Odisha,Cuttack,350,2017-18,0.29
Odisha,Cuttack,350,2018-19,2.94
Odisha,Cuttack,350,2019-20,5.92
Odisha,Cuttack,350,2020-21,6.47
Odisha,Cuttack,350,2021-22,42.63
Odisha,Cuttack,350,2022-23,36.75
Odisha,Cuttack,350,2023-24,37.24
Odisha,Deogarh,351,2019-20,2.71
Odisha,Deogarh,351,2021-22,7.15
Odisha,Deogarh,351,2022-23,1.42
Odisha,Deogarh,351,2023-24,0.38
Odisha,Dhenkanal,352,2014-15,0.66
Odisha,Dhenkanal,352,2015-16,1.6800000000000002
Odisha,Dhenkanal,352,2016-17,0.2
Odisha,Dhenkanal,352,2017-18,4.29
Odisha,Dhenkanal,352,2018-19,3.8000000000000003
Odisha,Dhenkanal,352,2019-20,3.87
Odisha,Dhenkanal,352,2020-21,3.37
Odisha,Dhenkanal,352,2021-22,8.67
Odisha,Dhenkanal,352,2022-23,9.13
Odisha,Dhenkanal,352,2023-24,8.91
Odisha,Gajapati,353,2018-19,0.060000000000000005
Odisha,Gajapati,353,2021-22,7.76
Odisha,Gajapati,353,2022-23,1.88
Odisha,Gajapati,353,2023-24,0.55
Odisha,Ganjam,354,2014-15,0.6
Odisha,Ganjam,354,2015-16,0.15
Odisha,Ganjam,354,2016-17,0.13
Odisha,Ganjam,354,2017-18,0.14
Odisha,Ganjam,354,2018-19,0.84
Odisha,Ganjam,354,2019-20,0.73
Odisha,Ganjam,354,2020-21,13.23
Odisha,Ganjam,354,2021-22,13.39
Odisha,Ganjam,354,2022-23,6.040000000000001
Odisha,Ganjam,354,2023-24,5.14
Odisha,Jagatsinghapur,355,2014-15,2.68
Odisha,Jagatsinghapur,355,2015-16,3.29
Odisha,Jagatsinghapur,355,2018-19,4.15
Odisha,Jagatsinghapur,355,2019-20,8.01
Odisha,Jagatsinghapur,355,2020-21,10.26
Odisha,Jagatsinghapur,355,2021-22,5.9399999999999995
Odisha,Jagatsinghapur,355,2022-23,4.91
Odisha,Jagatsinghapur,355,2023-24,6.96
Odisha,Jajapur,356,2015-16,1.32
Odisha,Jajapur,356,2016-17,0.66
Odisha,Jajapur,356,2017-18,1.98
Odisha,Jajapur,356,2018-19,14.02
Odisha,Jajapur,356,2019-20,13.77
Odisha,Jajapur,356,2020-21,6.84
Odisha,Jajapur,356,2021-22,11.24
Odisha,Jajapur,356,2022-23,29.84
Odisha,Jajapur,356,2023-24,37.96
Odisha,Jharsuguda,357,2014-15,1.48
Odisha,Jharsuguda,357,2015-16,5.1899999999999995
